url,description,name,Herkunftsland,Anbauregion,Weingut,Marke,Produktkategorie,Qualitätsstufe,Cuvee,Jahrgang,Geschmacksrichtung,Farbnuance,Flaschengröße,Alkoholgehalt,Restzucker,Säure,Trinktemperatur,Passende Speisen,Hinweis auf Allergene,Hersteller,Model,Generierte Beschreibung,Tonalität
https://www.vindor.de/piedemonte-gamma-blanco-do-navarra,"Glänzende strohgelbe Farbe. Im Bukett saubere und natürliche Aromen, erinnernd an den Duft der Trauben am Rebstock mit einigen Anklängen an Zitrusfrüchte. Im Mund frisch und rund mit Röstnoten und Anklängen an Zitrusfrüchte.","Piedemonte, Gamma Blanco, DO Navarra",Spanien,Navarra,Bodegas Piedemonte,Piedemonte,Weißwein,D.O.,"Chardonnay, Moscatel, Viura",2022,trocken,strohgelb,"0,75 l","12,5 %","2,4 g/l","5,0 g/l",8-10 °C,"Sehr gut zu allen Arten von Fisch, Schweinefleisch und Geflügel, Paellas und Nudelgerichten",enthält Sulfite,"Bodegas Piedemonte, Rua Romana, 0 - ES 31390 Olite, Navarra, Spanien",AlephAlpha: luminous-supreme-control," Chardonnay, Moscatel und Viura vereinen sich zu einem trockenen Weißwein aus Navarra, Spanien. Er zeigt Noten von tropischen Früchten und Zitrusfrüchten, die von blumigen und würzigen Aromen begleitet werden. Dieser leichte und erfrischende Wein passt perfekt zu allen Arten von Fisch, Schweinefleisch und Geflügel, aber auch zu Paellas und Nudelgerichten. Genießen Sie ihn bei einer Trinktemperatur von 8-10 °C. Enthält Sulfite.",professionell
https://www.vindor.de/albino-armani-pinot-grigio-friuli-grave-doc-friuli,"Leidenschaft und Hingabe kennzeichnen diesen hochklassigen Pinot Grigio von Armani, dessen Name seit über 400 Jahren für höchste Qualitiät steht. Wunderbares, intensives und charakteristisches Bukett das an Birnen und reife Äpfel erinnert und sich mit Düften von trockenem Heu und gerösteten Mandeln entfaltet. Am Gaumen ist er frisch und mineralisch, genau wie das Land, aus dem er stammt.","Albino Armani, Pinot Grigio Friuli Grave, DOC Friuli",Italien,Friaul,Albino Armani,Albino Armani,Weißwein,DOC,,2022,trocken,strahlendes Strohgelb,"0,75 l","12,5 %","2,7 g/l","5,3 g/l",8-10 °C,,enthält Sulfite,"Cantina Vini Armani ,  Località Ceradello, Via Ceradello 401, IT-37020 Dolcè - Italien",AlephAlpha: luminous-supreme-control," Albino Armani ist ein strahlendes Strohgelb mit einer subtilen Perlung. Das Bukett ist elegant und komplex mit Aromen von gelben Früchten, Pfirsichen und Birnen, gefolgt von blumigen Noten von Jasmin und Akazienblüten. Am Gaumen ist er trocken und knackig mit einer guten Struktur und einem langen Abgang. Er passt hervorragend zu Gerichten wie gebratenem Fisch mit Gemüse oder zu hellem Fleisch wie Huhn oder Kaninchen. Genießen Sie ihn bei einer Trinktemperatur von 8-10 °C.",professionell
https://www.vindor.de/kressmann-grande-reserve-blanc-ac-bordeaux,"Die Firma Kressmann (das bedeutendste Handelhaus in Bordeaux) produziert diesen herrlichen Weißwein. Ein Wein bei dem alles passt: Eine schöne goldgelbe Farbe, ein reichhaltiges, vollfruchtiges und großartiges Bukett.","Kressmann, Grande Reserve Blanc, AC Bordeaux",Frankreich,Bordeaux,CVBG Dourthe - Kressmann,Kressmann,Weißwein,AC Bordeaux,"Sauvignon blanc, Sémillon, Muscadelle",2021,trocken,goldgelb,"0,75 l",12 %,"2,0 g/l","4,0 g/l",8-10 °C,"Ideal zu Gemüse und hellem Fleisch, zu Fisch und Krustentieren, optimal zu gegrilltem Fisch.",enthält Sulfite,"CVBG Dourthe Kressmann (C&C EXPORT), 35 Rue de Bordeaux Parempuyre –  33295 Blanquefort Cedex - France",AlephAlpha: luminous-supreme-control," Dieser Weißwein aus Frankreich ist ein trockenes Erzeugnis der Bordeaux-Region. Er zeichnet sich durch seine goldgelbe Farbe und seinen frischen, lebhaften Duft aus, der an grüne Äpfel, Pfirsiche und Ananas erinnert. Im Geschmack ist er vollmundig und anhaltend mit einer angenehmen Säure, die ihm Struktur verleiht. Er passt perfekt zu Gemüse und hellem Fleisch, zu Fisch und Krustentieren, aber auch zu gegrilltem Fisch. Der Wein ist trocken, hat einen Alkoholgehalt von 12,5 % und sollte bei 8-10 °C serviert werden.",professionell
https://www.vindor.de/fortant-de-france-sauvignon-serigrafiert-vin-de-pays-d-oc-in-serigrafierter-flasche,"Die besondere, serigrafierte Flasche erfreut das Auge so wie der Wein später den Gaumen. Frische, exotische Noten, am Gaumen schöne, frische Säure, feine Sauvignon Blanc-Aromatik, gute Struktur.","Fortant de France, Sauvignon Serigrafiert, Vin de Pays d'Oc -in serigrafierter Flasche-",Frankreich,Languedoc,Les Vins de Skalli,Les Vins Skalli,Weißwein,IGT / IGP,,2021,trocken,,"0,75 l","11,5 %","10,0 g/l","5,0 g/l",8-10 °C,"asiatische Küche, Salat, Geflügel, Nachspeisen und zu allen Gelegenheiten",enthält Sulfite,"Les Vins de Skalli, 1266 rte Châteauneuf du Pape, F 84700 SORGUES, France",AlephAlpha: luminous-supreme-control," Les Vins de Skalli Chardonnay ""21"" ist ein trockener Weißwein, der mit Aromen von tropischen Früchten und Zitrusfrüchten wie Ananas, Mango und Zitrone begeistert. Die lebendige Säure und der erfrischende Abgang machen ihn zu einem idealen Begleiter für die asiatische Küche, Salate, Geflügel, Desserts und alle Gelegenheiten. Dieser Chardonnay ist eine ausgezeichnete Wahl für alle, die frischen und knackigen Weißwein mit einem Hauch von Exotik suchen. Er wird in einer wunderschönen Flasche mit einem Etikett geliefert, das Lust auf mehr macht. Genießen Sie ihn bei einer Temperatur von 8-10 °C.",professionell
https://www.vindor.de/la-vie-est-belle-blanc-9-5-vdf-suedwestfrankreich,"Sie möchten die schönen Momente im Leben unbeschwert genießen? Dann versuchen Sie es einmal mit diesem wunderbar leichten und frischen Wein, der mit intensiven Aromen von Blüten, Grapefruit und Zitronenschale die Sinne erfreut. Ein feines Prickeln auf der Zunge, eine belebende Säure und eine dezente Restsüße machen ihn zum idealen Sommerwein - ein unbeschwerter Hochgenuss für die schönsten Momente im Leben.","La vie est belle Blanc 9,5%, VDF Südwestfrankreich",Frankreich,,La vie est belle,La vie est belle,Weißwein,Vin de France,,2022,halbtrocken,strohgelb,"0,75 l","9,5 %","18,0 g/l","7,6 g/l",8-10 °C,"Vorspeisen, Meeresfrüchte, Fisch, Geflügel, Pasta, Salate",enthält Sulfite,"La vie est belle, FR-11000 Carcassonne - Frankreich",AlephAlpha: luminous-supreme-control," Der Wein ist ein halbtrockener Weißwein aus Frankreich, der aus dem Jahrgang 2022 stammt. Er hat ein helles Strohgelb und einen frischen, fruchtigen Duft mit Aromen von Zitrusfrüchten und grünem Apfel. Am Gaumen ist er knackig und erfrischend mit einer angenehmen Säure und einem langen Abgang. Dieser Wein passt gut zu Vorspeisen, Meeresfrüchten, Fisch, Geflügel, Pasta und Salaten. Er ist halbtrocken und hat einen Alkoholgehalt von 12,5%. Er enthält Sulfite.",professionell
https://www.vindor.de/weingut-gerald-beck-zweigelt-classic-burgenland,"Das Weingut Beck liefert mit dem Zweigelt Classic eine klassische Variante des beliebten Rotweins. Der Zweigelt, welcher die meistangebaute Rebsorte Österreichs ist, besitzt einen fruchtig-würzigen Duft, der Ihre Sinne verführen wird. Am Gaumen wird er von Kirschen und roten Beeren getragen und endet in einem harmonischen, lang anhaltenden Abgang. Daher passt der Zweigelt Classic hervorragend zu Antipasti und Wild. Servieren Sie den Wein am besten in einem großen Rotweinglas bei einer Trinktemperatur von 16-18°C.","Weingut Gerald Beck, Zweigelt Classic, Burgenland",Österreich,Burgenland,Weingut Gerald Beck,Beck,Rotwein,Qualitätswein,,2016,trocken,kirschrot,"0,75 l","13,5 %","5,0 g/l","5,0 g/l",16-18 °C,"Antipasti, Wildschwein mit karamellisierten Birnenspalten und Preiselbeerensoße",enthält Sulfite,"Weingut Gerald Beck, Untere Hauptstraße 19, A-7122 Gols, Österreich",AlephAlpha: luminous-supreme-control," Der trockene Rotwein aus dem Jahr 2016 mit der Bezeichnung ""Beck"" aus dem Burgenland in Österreich ist ein Cuvee aus Cabernet Sauvignon und Merlot. Sein charakteristisches kirschrotes Aussehen und seine fruchtigen Aromen von Brombeeren, Kirschen und Pflaumen werden durch die sanfte Süße und die weiche Säure perfekt ergänzt. Dieser mittelgewichtige Rotwein passt hervorragend zu Antipasti, Wildschwein mit karamellisierten Birnenspalten und Preiselbeerensoße.

# Hinweis: Enthält Sulfite.",professionell
https://www.vindor.de/edlmoser-laessiger-gruener-veltliner-niederoesterreich,"Wenn Sie es gern locker mögen, oder wie der Österreicher sagt LÄSSIG, ist dieser Wein genau das Richtige für Sie. Österreichs bekannteste Rebsorte in Reinkultur. LAESSIGER Grüner Veltliner duftet nach Apfel und Pfeffer und punktet mit knackiger, klarer Frucht und erfrischender Leichtigkeit. Das passt hervorragend zu gegrillten und rohen Fischen oder einer klassischen Brettljause. Wer wagt,gewinnt!","Edlmoser, Laessiger Grüner Veltliner, Niederösterreich",Österreich,Niederösterreich,Edlmoser Wines,Laessiger,Weißwein,,,2022,trocken,strahlendes Strohgelb,"0,75 l",12 %,"4,0 g/l","6,5 g/l",8-9 °C,"Roher oder gegrillter Fisch, Wiener Schnitzel, typische Brettljause - oder einfach so.",enthält Sulfite,"Edlmoser Weingut & Heuriger, Maurer Lange Gasse 123 - 1230 Wien - Österreich",AlephAlpha: luminous-supreme-control," Der Wein hat eine leuchtende Strohfarbe und duftet nach gelben Früchten mit einem Hauch von grünem Apfel und Ananas. Am Gaumen ist der Wein knackig und erfrischend mit einer schönen Struktur, die durch die lebendige Säure und den niedrigen Alkoholgehalt entsteht. Er passt perfekt zu rohem oder gegrilltem Fisch, Wiener Schnitzel und typischer Brettljause. Genießen Sie ihn bei einer Temperatur von 8-9 °C und lassen Sie ihn sich gut schmecken.",professionell
https://www.vindor.de/rockabilly-weinkult-cuvee-maximilian-weinviertel,"Achtung: Hoher Kultfaktor ! Die Rock’n’Roll-Winzer aus Österreich: Rockabilly Weinkult – Wein, der rockt, und das nicht nur bei Genießern mit Tolle.
Der Rockabilly Weinkult ""Cuvée Maximilian"" überzeugt durch seine wunderbare Trinkfreudig- und Fruchtigkeit. Rubinrot, in der Nase vielschichtig, duftet nach Zwetschke, Marzipan und etwas Minze, am Gaumen Röstaromen, Beerenkonfit und etwas dunkle Schokolade, saftige und trinkanimierende Cuvée. DER ROCKT !","Rockabilly Weinkult, Cuvée Maximilian, Weinviertel",Österreich,Weinviertel,Weingut Rockabilly Weinkult,Rockabilly Weinkult,Rotwein,Qualtätswein aus Österreich,"Zweigelt, Merlot, Cabernet Sauvignon",,trocken,dunkelrot mit kirschfarbenen Reflexen,"0,75 l",13 %,"5,0 g/l","5,2 g/l",14-16 °C,"ideal zu Fleischgereichen vom Schwein, Rind, auch vom Grill, zu Tapas und Käse",enthält Sulfite,"Weingut Rockabilly Weinkult,  Ramona & René Pollak, Hauptstraße 21, 2074 Unterretzbach - Österreich",AlephAlpha: luminous-supreme-control," Der Rockabilly Weinkult Zweigelt ist ein trockener Rotwein aus Österreich, der mit seinem fruchtigen und kräftigen Geschmack perfekt zu herzhaften Gerichten wie Tapas und Käse oder auch zu Fleischgerichten wie Schwein und Rind passt. Mit seinen fruchtigen Aromen von Kirsche und Beeren und seiner weichen Struktur ist er ein Genuss für jeden Rotweinliebhaber. Dieser Zweigelt ist ein idealer Begleiter für gesellige Abende und eignet sich auch hervorragend als Geschenk. Genießen Sie ihn bei einer Trinktemperatur von 14-16°C.",professionell
https://www.vindor.de/rockabilly-weinkult-sauvignon-blanc-weinviertel,"Achtung: Hoher Kultfaktor ! Die Rock’n’Roll-Winzer aus Österreich: Rockabilly Weinkult – Wein, der rockt, und das nicht nur bei Genießern mit Tolle.
Der Rockabilly Weinkult Sauvignon Blanc überzeugt durch seine Aromenspannbreite. In der Nase ein Duft nach frischer Paprika und Brombeere, bleibt am Gaumen haften, ein vielschichtiger Wein mit Spannung und tollem Trinkvergnügen. DER ROCKT !","Rockabilly Weinkult, Sauvignon Blanc, Weinviertel",Österreich,Weinviertel,Weingut Rockabilly Weinkult,Rockabilly Weinkult,Weißwein,Qualtätswein aus Österreich,,2016,trocken,Strohgelb mit grünen Reflexen,"0,75 l","12,5 %","6,4 g/l","6,3 g/l",8-9 °C,"Aperitif, Eierspeisen, Fisch und Schalentiere, Nudelgerichte mit hellen Soßen, Gemüsegerichte wie Gemüseauflauf, Gratin, Risotto.",enthält Sulfite,"Weingut Rockabilly Weinkult,  Ramona & René Pollak, Hauptstraße 21, 2074 Unterretzbach - Österreich",AlephAlpha: luminous-supreme-control," Der Wein hat eine klare, strohgelbe Farbe mit grünen Reflexen. In der Nase zeigt er Aromen von grünem Apfel, Zitrusfrüchten, Ananas und Pfirsich. Am Gaumen ist er frisch und knackig mit einer angenehmen Säure und einem langen Abgang. Er passt gut zu Aperitifs, Eierspeisen, Fisch und Schalentieren, Nudelgerichten mit hellen Soßen, Gemüsegerichten wie Gemüseauflauf, Gratin, Risotto.",professionell
https://www.vindor.de/weingut-pfaffl-zweigelt-vom-haus-niederoesterreich,"Zum Skifahren nach Österreich ? Klar, kann man machen. Wir empfehlen Weine vom vielfach prämierten Weingut Pfaffl aus Niederösterreich. Kaum ein Weingut mach so sehr auf sich aufmerksam, wie dieses. Unglaubliche Qualitäten, Vielfalt und Prämierungen. Worauf warten Sie noch ? Hier die Fakten: Der Zweigelt überzeugt schon beim Anblick druch sein tiefes Rubinrot. Die dunkle, vollreife Kirschen in der Nase, die Fülle und Saftigkeit am Gaumen machen diesen Wein zu einem Erlebnis. Rund und edel, würzige Noten und sanftes Tannin, kompakter, runder Körper - wunderbar. Vielfach prämiert in jedem Jahrgang.","Weingut Pfaffl, Zweigelt vom Haus, Niederösterreich",Österreich,Niederösterreich,Weingut Pfaffl,Weingut Pfaffl,Rotwein,,,2022,trocken,sehr dunkles Rubinrot,"0,75 l","13,5 %","3,0 g/l","5,1 g/l",16-18 °C,"diverse Braten, zu Steaks, Pasta und Pizza",enthält Sulfite,"Weingut R&A Pfaffl GmbH & Co KG, Schulgasse 21 A-2100 Stetten, Österreich",AlephAlpha: luminous-supreme-control," Der Wein hat ein tiefes Rubinrot. In der Nase hat er einen eleganten Duft nach Brombeeren, Kirschen und Pflaumen. Am Gaumen ist er weich und vollmundig mit einem langen Abgang. Er passt zu diversen Braten, zu Steaks, Pasta und Pizza. Er hat einen Alkoholgehalt von 13,5 % und ist trocken. Er enthält Sulfite. Der Hersteller ist das Weingut Pfaffl in Österreich.",professionell
