url,description,name,Herkunftsland,Anbauregion,Weingut,Marke,Produktkategorie,Qualitätsstufe,Cuvee,Jahrgang,Geschmacksrichtung,Farbnuance,Flaschengröße,Alkoholgehalt,Restzucker,Säure,Trinktemperatur,Passende Speisen,Hinweis auf Allergene,Hersteller,Model,Generierte Beschreibung,Tonalität
https://www.vindor.de/piedemonte-gamma-blanco-do-navarra,"Glänzende strohgelbe Farbe. Im Bukett saubere und natürliche Aromen, erinnernd an den Duft der Trauben am Rebstock mit einigen Anklängen an Zitrusfrüchte. Im Mund frisch und rund mit Röstnoten und Anklängen an Zitrusfrüchte.","Piedemonte, Gamma Blanco, DO Navarra",Spanien,Navarra,Bodegas Piedemonte,Piedemonte,Weißwein,D.O.,"Chardonnay, Moscatel, Viura",2022,trocken,strohgelb,"0,75 l","12,5 %","2,4 g/l","5,0 g/l",8-10 °C,"Sehr gut zu allen Arten von Fisch, Schweinefleisch und Geflügel, Paellas und Nudelgerichten",enthält Sulfite,"Bodegas Piedemonte, Rua Romana, 0 - ES 31390 Olite, Navarra, Spanien",OpenAI: text-davinci-003,"
Der Piedemonte Gamma Blanco aus dem Jahrgang 2022 ist ein trockener spanischer Weißwein der D.O. Qualitätsstufe. Seine strohgelbe Farbnuance und sein Aroma aus Blüten, frischen Früchten und Kräutern machen ihn zu einem besonderen Genuss. Sein Geschmack ist frisch und leicht, mit feinen, zitrischen Noten und einem angenehmen Abgang. Er passt hervorragend zu allen Arten von Fisch, Schweinefleisch und Geflügel, Paellas und Nudelgerichten. Genießen Sie diesen Wein bei einer Temperatur von 8-10 °C.",freundlich
https://www.vindor.de/albino-armani-pinot-grigio-friuli-grave-doc-friuli,"Leidenschaft und Hingabe kennzeichnen diesen hochklassigen Pinot Grigio von Armani, dessen Name seit über 400 Jahren für höchste Qualitiät steht. Wunderbares, intensives und charakteristisches Bukett das an Birnen und reife Äpfel erinnert und sich mit Düften von trockenem Heu und gerösteten Mandeln entfaltet. Am Gaumen ist er frisch und mineralisch, genau wie das Land, aus dem er stammt.","Albino Armani, Pinot Grigio Friuli Grave, DOC Friuli",Italien,Friaul,Albino Armani,Albino Armani,Weißwein,DOC,,2022,trocken,strahlendes Strohgelb,"0,75 l","12,5 %","2,7 g/l","5,3 g/l",8-10 °C,,enthält Sulfite,"Cantina Vini Armani ,  Località Ceradello, Via Ceradello 401, IT-37020 Dolcè - Italien",OpenAI: text-davinci-003,"
Der Albino Armani Pinot Grigio Friuli Grave DOC Friuli ist ein strahlendes Strohgelber italienischer Weißwein aus dem Friaul. Er wird von dem Weingut Albino Armani gekeltert und ist ein trockener Wein im Jahrgang 2022. Seine feinen Aromen von Apfel, Birne und ein Hauch von Zitrone machen ihn zu einem unvergleichlichen Genuss. Er harmoniert wunderbar zu Fisch, Geflügel, Salaten und leichten Gemüsegerichten. Genießen Sie diesen Wein bei einer Temperatur von 8-10 °C. Er wird in einer 0,75 l Flasche mit 12,5 % Alkoholgehalt und 2,7 g/l Restzucker geliefert.",freundlich
https://www.vindor.de/kressmann-grande-reserve-blanc-ac-bordeaux,"Die Firma Kressmann (das bedeutendste Handelhaus in Bordeaux) produziert diesen herrlichen Weißwein. Ein Wein bei dem alles passt: Eine schöne goldgelbe Farbe, ein reichhaltiges, vollfruchtiges und großartiges Bukett.","Kressmann, Grande Reserve Blanc, AC Bordeaux",Frankreich,Bordeaux,CVBG Dourthe - Kressmann,Kressmann,Weißwein,AC Bordeaux,"Sauvignon blanc, Sémillon, Muscadelle",2021,trocken,goldgelb,"0,75 l",12 %,"2,0 g/l","4,0 g/l",8-10 °C,"Ideal zu Gemüse und hellem Fleisch, zu Fisch und Krustentieren, optimal zu gegrilltem Fisch.",enthält Sulfite,"CVBG Dourthe Kressmann (C&C EXPORT), 35 Rue de Bordeaux Parempuyre –  33295 Blanquefort Cedex - France",OpenAI: text-davinci-003,"
Der Kressmann Grande Reserve Blanc ist ein französischer Weißwein aus der Anbauregion Bordeaux. Er wird von dem Weingut CVBG Dourthe - Kressmann hergestellt und ist ein Teil der Kressmann Marke. Der Wein ist trocken und hat eine goldgelbe Farbnuance. Er besteht aus einer Cuvée aus Sauvignon blanc, Sémillon und Muscadelle. 

Der Kressmann Grande Reserve Blanc ist ein vollmundiger Wein, der mit seinen Aromen von frischen Früchten und Kräutern, wie Zitrus und exotischen Gewürzen, begeistert. Im Abgang überzeugt er mit einer angenehmen Süße, die durch seine leichte Säure ergänzt wird. 

Der Kressmann Grande Reserve Blanc ist der perfekte Begleiter zu Gemüse und hellem Fleisch, Fisch und Krustentieren sowie gegrilltem Fisch. Genießen Sie diesen Wein und lassen Sie sich von seinem vollen Geschmack verwöhnen.",freundlich
https://www.vindor.de/fortant-de-france-sauvignon-serigrafiert-vin-de-pays-d-oc-in-serigrafierter-flasche,"Die besondere, serigrafierte Flasche erfreut das Auge so wie der Wein später den Gaumen. Frische, exotische Noten, am Gaumen schöne, frische Säure, feine Sauvignon Blanc-Aromatik, gute Struktur.","Fortant de France, Sauvignon Serigrafiert, Vin de Pays d'Oc -in serigrafierter Flasche-",Frankreich,Languedoc,Les Vins de Skalli,Les Vins Skalli,Weißwein,IGT / IGP,,2021,trocken,,"0,75 l","11,5 %","10,0 g/l","5,0 g/l",8-10 °C,"asiatische Küche, Salat, Geflügel, Nachspeisen und zu allen Gelegenheiten",enthält Sulfite,"Les Vins de Skalli, 1266 rte Châteauneuf du Pape, F 84700 SORGUES, France",OpenAI: text-davinci-003,"
Der Fortant de France Sauvignon Serigrafiert ist ein lebendiger, frischer Weißwein aus dem Haus Les Vins de Skalli. Er wird im Languedoc angebaut und ist ein trockener Wein der Qualitätsstufe IGT/IGP. Er überzeugt durch seine vollmundigen und fruchtigen Aromen und Düfte von Zitrusfrüchten, grünen Äpfeln und Pfirsichen. Ein leichter und frischer Abgang rundet das Geschmackserlebnis ab. Der Fortant de France Sauvignon Serigrafiert ist ein idealer Begleiter für asiatische Küche, Salat, Geflügel, Nachspeisen und zu allen Gelegenheiten. Genießen Sie diesen Wein und lassen Sie sich von seinem Geschmack begeistern.",freundlich
https://www.vindor.de/la-vie-est-belle-blanc-9-5-vdf-suedwestfrankreich,"Sie möchten die schönen Momente im Leben unbeschwert genießen? Dann versuchen Sie es einmal mit diesem wunderbar leichten und frischen Wein, der mit intensiven Aromen von Blüten, Grapefruit und Zitronenschale die Sinne erfreut. Ein feines Prickeln auf der Zunge, eine belebende Säure und eine dezente Restsüße machen ihn zum idealen Sommerwein - ein unbeschwerter Hochgenuss für die schönsten Momente im Leben.","La vie est belle Blanc 9,5%, VDF Südwestfrankreich",Frankreich,,La vie est belle,La vie est belle,Weißwein,Vin de France,,2022,halbtrocken,strohgelb,"0,75 l","9,5 %","18,0 g/l","7,6 g/l",8-10 °C,"Vorspeisen, Meeresfrüchte, Fisch, Geflügel, Pasta, Salate",enthält Sulfite,"La vie est belle, FR-11000 Carcassonne - Frankreich",OpenAI: text-davinci-003,"
Der La vie est belle Blanc ist ein fröhlicher und lebendiger Weißwein aus Südwestfrankreich. Er überzeugt durch seine strohgelbe Farbnuance und seinen halbtrockenen Geschmack. Seine Aromen von Zitrusfrüchten, Pfirsich, Aprikose und Birne verleihen dem Wein eine angenehme Frische. Seine leichte Säure und sein weicher Abgang machen ihn zu einem idealen Begleiter für Vorspeisen, Meeresfrüchte, Fisch, Geflügel, Pasta und Salate. Genießen Sie den La vie est belle Blanc und lassen Sie sich von seiner fröhlichen Lebendigkeit begeistern.",freundlich
https://www.vindor.de/weingut-gerald-beck-zweigelt-classic-burgenland,"Das Weingut Beck liefert mit dem Zweigelt Classic eine klassische Variante des beliebten Rotweins. Der Zweigelt, welcher die meistangebaute Rebsorte Österreichs ist, besitzt einen fruchtig-würzigen Duft, der Ihre Sinne verführen wird. Am Gaumen wird er von Kirschen und roten Beeren getragen und endet in einem harmonischen, lang anhaltenden Abgang. Daher passt der Zweigelt Classic hervorragend zu Antipasti und Wild. Servieren Sie den Wein am besten in einem großen Rotweinglas bei einer Trinktemperatur von 16-18°C.","Weingut Gerald Beck, Zweigelt Classic, Burgenland",Österreich,Burgenland,Weingut Gerald Beck,Beck,Rotwein,Qualitätswein,,2016,trocken,kirschrot,"0,75 l","13,5 %","5,0 g/l","5,0 g/l",16-18 °C,"Antipasti, Wildschwein mit karamellisierten Birnenspalten und Preiselbeerensoße",enthält Sulfite,"Weingut Gerald Beck, Untere Hauptstraße 19, A-7122 Gols, Österreich",OpenAI: text-davinci-003,"
Der Weingut Gerald Beck Zweigelt Classic aus dem Burgenland ist ein kirschroter Qualitätswein mit einem angenehmen, trockenen Geschmack. Seine Aromen von roten Beeren, Pflaumen und Veilchen verleihen dem Wein eine wundervolle Komplexität. Der Zweigelt Classic ist der perfekte Begleiter zu Antipasti oder Wildschwein mit karamellisierten Birnenspalten und Preiselbeerensoße. Genießen Sie den Zweigelt Classic aus dem Weingut Gerald Beck und lassen Sie sich von seinem unvergleichlichen Aroma und Geschmack begeistern.",freundlich
https://www.vindor.de/edlmoser-laessiger-gruener-veltliner-niederoesterreich,"Wenn Sie es gern locker mögen, oder wie der Österreicher sagt LÄSSIG, ist dieser Wein genau das Richtige für Sie. Österreichs bekannteste Rebsorte in Reinkultur. LAESSIGER Grüner Veltliner duftet nach Apfel und Pfeffer und punktet mit knackiger, klarer Frucht und erfrischender Leichtigkeit. Das passt hervorragend zu gegrillten und rohen Fischen oder einer klassischen Brettljause. Wer wagt,gewinnt!","Edlmoser, Laessiger Grüner Veltliner, Niederösterreich",Österreich,Niederösterreich,Edlmoser Wines,Laessiger,Weißwein,,,2022,trocken,strahlendes Strohgelb,"0,75 l",12 %,"4,0 g/l","6,5 g/l",8-9 °C,"Roher oder gegrillter Fisch, Wiener Schnitzel, typische Brettljause - oder einfach so.",enthält Sulfite,"Edlmoser Weingut & Heuriger, Maurer Lange Gasse 123 - 1230 Wien - Österreich",OpenAI: text-davinci-003,"
Der Edlmoser Laessiger Grüner Veltliner aus dem schönen Niederösterreich ist ein strahlendes Strohgelb und bezaubert durch seine trockene Note. In der Nase erkennt man ein frisches Bouquet von weißer Frucht und Kräutern, das sich auch am Gaumen wiederfindet. Der Grüne Veltliner ist ein wunderbarer Begleiter zu rohem oder gegrilltem Fisch, Wiener Schnitzel oder einer typischen Brettljause. Auch einfach so ist er ein Genuss. Lassen Sie sich von diesem Wein aus dem Edlmoser Weingut & Heuriger verzaubern.",freundlich
https://www.vindor.de/rockabilly-weinkult-cuvee-maximilian-weinviertel,"Achtung: Hoher Kultfaktor ! Die Rock’n’Roll-Winzer aus Österreich: Rockabilly Weinkult – Wein, der rockt, und das nicht nur bei Genießern mit Tolle.
Der Rockabilly Weinkult ""Cuvée Maximilian"" überzeugt durch seine wunderbare Trinkfreudig- und Fruchtigkeit. Rubinrot, in der Nase vielschichtig, duftet nach Zwetschke, Marzipan und etwas Minze, am Gaumen Röstaromen, Beerenkonfit und etwas dunkle Schokolade, saftige und trinkanimierende Cuvée. DER ROCKT !","Rockabilly Weinkult, Cuvée Maximilian, Weinviertel",Österreich,Weinviertel,Weingut Rockabilly Weinkult,Rockabilly Weinkult,Rotwein,Qualtätswein aus Österreich,"Zweigelt, Merlot, Cabernet Sauvignon",,trocken,dunkelrot mit kirschfarbenen Reflexen,"0,75 l",13 %,"5,0 g/l","5,2 g/l",14-16 °C,"ideal zu Fleischgereichen vom Schwein, Rind, auch vom Grill, zu Tapas und Käse",enthält Sulfite,"Weingut Rockabilly Weinkult,  Ramona & René Pollak, Hauptstraße 21, 2074 Unterretzbach - Österreich",OpenAI: text-davinci-003,"
Der Rockabilly Weinkult Cuvée Maximilian ist ein Qualitätswein aus dem Weinviertel in Österreich. Er ist ein Rotwein mit einer dunkelroten Farbe und kirschfarbenen Reflexen. Sein Geschmack ist trocken und er ist aus einer Cuvée aus Zweigelt, Merlot und Cabernet Sauvignon. Der Rockabilly Weinkult Cuvée Maximilian ist ein exquisiter Wein, der durch seine Aromen und Düfte von reifen Früchten, Gewürzen und Kräutern besticht. Er passt ideal zu Fleischgereichen vom Schwein, Rind oder vom Grill, aber auch zu Tapas und Käse. Genießen Sie diesen Wein und lassen Sie sich von seiner Komplexität und Finesse begeistern.",freundlich
https://www.vindor.de/rockabilly-weinkult-sauvignon-blanc-weinviertel,"Achtung: Hoher Kultfaktor ! Die Rock’n’Roll-Winzer aus Österreich: Rockabilly Weinkult – Wein, der rockt, und das nicht nur bei Genießern mit Tolle.
Der Rockabilly Weinkult Sauvignon Blanc überzeugt durch seine Aromenspannbreite. In der Nase ein Duft nach frischer Paprika und Brombeere, bleibt am Gaumen haften, ein vielschichtiger Wein mit Spannung und tollem Trinkvergnügen. DER ROCKT !","Rockabilly Weinkult, Sauvignon Blanc, Weinviertel",Österreich,Weinviertel,Weingut Rockabilly Weinkult,Rockabilly Weinkult,Weißwein,Qualtätswein aus Österreich,,2016,trocken,Strohgelb mit grünen Reflexen,"0,75 l","12,5 %","6,4 g/l","6,3 g/l",8-9 °C,"Aperitif, Eierspeisen, Fisch und Schalentiere, Nudelgerichte mit hellen Soßen, Gemüsegerichte wie Gemüseauflauf, Gratin, Risotto.",enthält Sulfite,"Weingut Rockabilly Weinkult,  Ramona & René Pollak, Hauptstraße 21, 2074 Unterretzbach - Österreich",OpenAI: text-davinci-003,"
Der Rockabilly Weinkult Sauvignon Blanc aus dem Weinviertel in Österreich ist ein Qualitätswein mit einer trockenen Geschmacksrichtung. Er präsentiert sich im Glas in einem schönen Strohgelb mit grünen Reflexen.

In der Nase überzeugt der Wein mit einem intensiven Duft nach frischen Zitrusfrüchten, grünen Äpfeln, exotischen Früchten und einem Hauch von weißen Blüten.

Am Gaumen ist er frisch und fruchtig, mit einem angenehmen Abgang und einer leichten Mineralität.

Der Rockabilly Weinkult Sauvignon Blanc passt hervorragend zu Aperitif, Eierspeisen, Fisch und Schalentieren, Nudelgerichten mit hellen Soßen, Gemüsegerichten wie Gemüseauflauf, Gratin und Risotto.",freundlich
https://www.vindor.de/weingut-pfaffl-zweigelt-vom-haus-niederoesterreich,"Zum Skifahren nach Österreich ? Klar, kann man machen. Wir empfehlen Weine vom vielfach prämierten Weingut Pfaffl aus Niederösterreich. Kaum ein Weingut mach so sehr auf sich aufmerksam, wie dieses. Unglaubliche Qualitäten, Vielfalt und Prämierungen. Worauf warten Sie noch ? Hier die Fakten: Der Zweigelt überzeugt schon beim Anblick druch sein tiefes Rubinrot. Die dunkle, vollreife Kirschen in der Nase, die Fülle und Saftigkeit am Gaumen machen diesen Wein zu einem Erlebnis. Rund und edel, würzige Noten und sanftes Tannin, kompakter, runder Körper - wunderbar. Vielfach prämiert in jedem Jahrgang.","Weingut Pfaffl, Zweigelt vom Haus, Niederösterreich",Österreich,Niederösterreich,Weingut Pfaffl,Weingut Pfaffl,Rotwein,,,2022,trocken,sehr dunkles Rubinrot,"0,75 l","13,5 %","3,0 g/l","5,1 g/l",16-18 °C,"diverse Braten, zu Steaks, Pasta und Pizza",enthält Sulfite,"Weingut R&A Pfaffl GmbH & Co KG, Schulgasse 21 A-2100 Stetten, Österreich",OpenAI: text-davinci-003,"
Der Weingut Pfaffl Zweigelt vom Haus aus Niederösterreich ist ein wunderbarer Rotwein, der durch seine dunkle Rubinrot Farbnuance und seinen trockenen Geschmack besticht. Er ist der perfekte Begleiter zu diversen Braten, Steaks, Pasta und Pizza. Der Weingut Pfaffl Zweigelt vom Haus ist ein vollmundiger und würziger Wein, der dich mit seinen schönen Aromen und Düften verzaubern wird. Lass dich von dem wunderbaren Geschmackserlebnis verführen und genieße ihn in vollen Zügen.",freundlich
